N°perçage;Longueur percee eprouvetteAlCFRP(mm);N(tr/min);f(mm/tr);Vc(mm/min);geo outil;D outil(mm);Ep Materiau(mm);MITIS;AmpMITIS;FreqMITIS;Aspiration;Lubrification;Niveau air ;Niveau huile ;KcFz;max Fz;minFz;moyenneFz;stdFz;kurtFz;skewFz;varFz;KcMz;max Mz;min Mz;moyenneMz;stdMz;kurtMz;skewMz;varMz;RmsVzUPA;RmsVzpiece;RmsVypiece;KcIThrust;max Ithrust;minIThrust;moyenneIThrust;stdIThrust;kurtFzIThrust;skewIThrust;varIThrust;KcITorque;max Itorque;min Itorque;moyenneITorque;stdITorque;kurtITorque;skewITorque;varITorque;AmpFz_Frot;AmpFz_passage dents;AmpFz_Fvib;AmpMz_Frot;AmpMz_passage dents;AmpMz_Fvib;AmpVzUPA_Frot;AmpVzUPA_passage dents;AmpVzUPA_Fvib;AmpVzpiece_Frot;AmpVzpiece_passage dents;AmpVzpiece_Fvib;AmpVypiece_Frot;AmpVypiece_passage dents;AmpVypiece_Fvib;defaut;alea;Materiau
27;748.44;6000;0.22;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;303.3276434;532.6602832;-191.5571368;154.45443604214086;181.63976873866895;-1.313872866123532;0.12413328473845323;32993.00558743714;0.7340604889077907;10.64639107;-10.97132493;0.37378360095184704;4.446290869989176;-1.082260623119635;-0.24260069488527242;19.769502500549105;12.136619288917993;4.056686265875939;2.738198962049556;0.38185388845247464;0.21100000000000002;0.187;0.19444000000000008;0.0065571612483119246;-0.9134979856304333;0.07489849095119314;4.2996363636363594e-05;12.105616653574234;8.594;5.811;6.16418;0.35747406150162064;27.300149548382006;4.836175902380496;0.12778770464646447;3,94398449;40,60067231;246,600427;0,92926216;1,74685422;5,54052707;0,12800562;0,24574038;0,83041107;0,02844526;0,2840201;4,37857797;0,04925405;0,36039206;2,58834301;0;0;1
28;776.16;6000;0.23;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;309.5580262;483.0694776;-99.40820837;157.6269469527871;118.89663255214545;-0.8484577151440922;0.3201756133067369;14136.409232239894;0.5777884327002388;8.890025186;-8.914698514;0.2942098699309616;3.0005986691590842;-0.07145721060155141;-0.46171046706474417;9.003592373359268;11.541247519177025;4.184163988198989;2.070368454559017;0.44782010997643423;0.24600000000000002;0.187;0.22803000000000032;0.016519015672487244;-0.191697490000029;-1.0348287555722742;0.0002728778787878792;11.809289080911233;8.301;5.273;6.01329;0.34259603962047874;24.069040460374897;3.7884635207274138;0.11737204636363663;3,02013332;56,09752967;144,8314483;1,95615504;0,54666869;2,26207134;0,10904288;0,2308793;0,38636726;0,03570093;0,68608583;4,65130845;0,07471635;0,3542642;1,17345214;0;0;1
29;803.88;6000;0.24;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;312.8097558;567.8003054999999;-185.4764845;159.2827276758559;176.67887481806815;-1.1887002076827764;0.19690886635089525;31215.4248069786;0.5822028909223195;9.122492262;-8.268718338;0.29645771205764504;2.73717697162357;-0.42802579025074294;-0.16285039063511603;7.492137773986378;12.01654619132564;4.1002697786062905;2.32303562214541;0.40506677140612757;0.23399999999999999;0.17600000000000002;0.20626000000000017;0.019483543949920537;-1.81788111303311;-0.01839973599020347;0.0003796084848484852;11.920915161036909;8.008;5.176;6.070129999999994;0.3080483254427468;18.418870283812918;2.0182790781202686;0.09489377080808045;3,59864275;54,48559545;235,3359234;2,24625378;0,2309975;2,02016733;0,10573602;0,2189433;0,6747695;0,03205902;0,61941959;4,8225371;0,09588892;0,29812603;1,65174635;0;0;1
30;831.6;6000;0.25;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;316.607502;609.4243437999999;-233.2879562;161.2165399997739;228.1083640039707;-1.3989052126177992;0.07606376400189199;52033.42572856799;0.5887295795847312;7.12252809;-6.85488651;0.2997811019245451;2.3178159271288568;-0.5515677359451394;-0.10541459017884001;5.372270672052201;11.726192031898742;3.067070014118991;2.2327496408781764;0.423055773762766;0.24600000000000002;0.187;0.21542000000000044;0.01873050771313793;-1.5675632208059034;-0.04364906268491167;0.0003508319191919196;12.22038491751769;8.984;5.518;6.222620000000007;0.41713175933566193;25.146986480546065;4.337582693095781;0.17399890464646459;3,73454313;48,6796728;311,8280745;1,66300908;0,29629556;2,26106334;0,11151976;0,22737011;1,08625421;0,02600043;0,41617606;3,3187304;0,07375915;0,2950541;1,89892101;0;0;1
31;859.32;6000;0.06;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;348.82048656738533;631.2404147999999;-291.1424352;133.21454382008446;245.46566514863852;-1.372836549290519;0.07175142255297427;60253.39276686354;0.7218795138269433;5.659658162;-4.277592038;0.27568578633050966;1.67413026339978;-0.6401616232017595;0.1728316163334781;2.8027121388310174;11.984299044132738;3.2309593509547776;3.2579239718814312;0.3702365366151702;0.17600000000000002;0.11699999999999999;0.1413933333333335;0.018637804068402743;-1.433420233745299;0.2690969503016808;0.0003473677404921698;14.462477088243006;11.23;5.176;5.523220000000004;0.9474920046766478;20.476652321934427;4.496727601355512;0.8977410989261728; 4.04475882 ;54.70661114;337.73587671;0.97522646;0.13011705;1.63934401;0.09258499 ;0.26108873;1.08063923;0.02174439;0.45699974 ;2.86904826;0.0620608;0.26076797; 1.67694094;0;0;1
32;887.04;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;334.2102408;573.6028087999999;-290.9860612;170.1798546021757;198.83474433113122;-1.2828507496317485;-0.05574350300544305;39535.255553226314;0.9019651770608541;9.083853186;-6.652041014;0.4592806681593869;2.435834037942692;0.045328367140882175;0.134060450601543;5.9332874604002;12.469874153782095;5.302270443347347;3.8684481226114484;0.38287509819324467;0.21100000000000002;0.152;0.1949600000000002;0.01631255326242321;1.4816212990299547;-1.576658134752468;0.0002660993939393941;14.433798114689719;7.471;6.7379999999999995;7.349690000000004;0.15474976183464317;3.7817006052872064;-1.8540053073405895;0.023947488787878782;3,03363495;65,84075743;261,2903991;1,34738916;0,17306932;1,81452868;0,09593098;0,20732181;0,69786666;0,02806952;0,47189306;3,06114195;0,05656222;0,30555482;1,46931494;0;0;1
33;914.76;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;336.2239656;461.7457585;-114.52603149999999;171.20524326643056;109.35878624578514;-0.6054302367971522;0.04363600165937197;11959.344129151325;0.5710572816044495;12.36314568;-7.121445422000001;0.29078236779298566;3.3647170870860488;0.3580389462920115;0.8509073303150345;11.321321076128825;12.128952607983317;6.796596038808731;4.001386975233673;0.4314611154752558;0.23399999999999999;0.17600000000000002;0.21970000000000023;0.014103155317126371;1.6783618607732254;-1.6099268273347875;0.00019889898989898982;14.902317360565599;7.861000000000001;7.08;7.588260000000003;0.19473170457754652;-0.12618271468757802;-0.7451519072254903;0.03792043676767685;3,10484614;79,09489295;106,8301789;1,4452512;0,23243819;3,3759581;0,101707;0,22970392;0,78294241;0,02631397;0,49082582;4,29948124;0,05828305;0,3029202;0,72070651;0;0;1
34;942.48;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;324.3616776;432.9631875;-100.49588349999999;165.1649662449903;90.1102404350285;-0.18818087126478078;0.016192340466058754;8119.855431258647;0.6005011980555913;8.540206771;-8.454757829;0.3057752100499071;3.473962220109727;-1.1065706762026546;-0.13612482072422952;12.068413506749705;12.009771761179099;2.901670668731418;1.8163503581173512;0.42800471327572753;0.24600000000000002;0.187;0.21794000000000047;0.020195419022514722;-1.6199188903682704;-0.14553495612948056;0.00040785494949494954;15.28499607227024;8.252;7.422000000000001;7.783120000000006;0.2895633871046457;-1.2968135570761685;0.21248547231265996;0.0838469551515149;6,07544149;80,67136313;70,54911249;0,51090601;0,84744379;4,49461865;0,10529388;0,22137027;0,65672052;0,01079962;0,6086482;2,22965388;0,06914398;0,14721292;0,52083703;0;0;1
35;970.2;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;335.665735;469.41300379999996;-125.7226962;170.92099226041682;112.90627027907098;-0.6833399593243064;-0.013355153762633503;12747.825868330627;0.6179000250452881;13.52991902;-9.293009777;0.31463469275306066;3.426605017935998;0.19745949083113867;0.352891835441665;11.741621948944161;12.062560161885568;5.18634751008207;2.503029432843557;0.4517282010997649;0.24600000000000002;0.187;0.23002000000000028;0.015014457678981939;0.9231161161032975;-1.3340503023683707;0.00022543393939393968;15.870954438334644;8.447000000000001;7.617000000000001;8.08149;0.21252177523608012;-0.5777453206577414;-0.40197867525222425;0.04516550494949496;5,76763476;80,05556341;120,8565377;1,12505687;0,50598093;2,03603532;0,10116267;0,22980013;0,85887126;0,01082698;0,63616384;5,13507968;0,11947966;0,22551476;0,42898819;0;0;1
36;997.92;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;343.9632189;503.9890334;-147.06655659999998;175.1460710699055;115.76555782785174;-0.6175565280109789;-0.07588817675459515;13401.664379193686;0.5638891733268334;12.76669557;-12.65720643;0.2871323670580236;4.21316143689599;-0.43433008235333537;0.13040486153574515;17.750729293347483;12.268301675845231;5.1601350722212525;3.0281404737262405;0.4406520031421836;0.258;0.19899999999999998;0.22437999999999989;0.018850705315958102;-1.592029420634183;0.25059352899909804;0.00035534909090909105;13.885113904163392;7.422000000000001;6.689;7.070299999999999;0.175428854035711;-0.48225386459505115;-0.2347277365872133;0.0307752828282828;3,31365777;77,13284055;121,9465834;1,73382349;0,46582843;3,91016654;0,10774801;0,23066137;0,84427453;0,02999704;0,58125068;4,53413591;0,08642732;0,29727795;0,52393735;0;0;1
37;1025.64;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;340.7472825;615.7906709;-296.89099910000004;173.50851622773322;214.25089646620114;-1.2193976721229502;0.02398385078389111;45903.446636570836;0.7119798361813673;11.23989855;-13.38667245;0.3625401325835522;3.9779913223435432;-0.2408740565298242;-0.2159177898785577;15.824414960640533;12.87909591579569;6.578470864116883;4.2728881425600695;0.38340534171249036;0.23399999999999999;0.187;0.19523000000000007;0.01160969204996193;4.462780575900993;2.0544240350606007;0.00013478494949494926;14.457659073055783;18.799;5.566;7.361840000000004;2.2246190309190634;15.182525415237642;3.9041784654114986;4.948929832727273;2,56508654;73,18071095;279,393499;2,06662314;0,27345075;3,54601913;0,09854533;0,23518618;0,90309527;0,0380468;0,64560596;4,61809735;0,09864568;0,29544187;1,39082226;0;0;1
38;1053.36;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;345.7635215;753.3633092;-421.9488608;176.06278512800674;328.23414759708294;-1.4102534999634053;-0.0677231931543641;107737.65564878362;0.719974796557728;9.537076958;-6.924587242;0.3666111664071951;2.663536999895991;-0.475796599047551;0.24825281291125967;7.094429349814936;13.05081468092078;4.774733084907225;4.350184190622536;0.36158680282796535;0.223;0.17600000000000002;0.18411999999999995;0.011350503926872117;5.1381831293515905;2.194576872081318;0.00012883393939393936;14.705852317360591;19.238;6.348;7.4882200000000125;2.312024713177486;14.626734663728364;3.8662196486915477;5.345458274343437;2,30132042;59,16877579;440,2718337;2,34071245;0,38571018;0,73705061;0,10528068;0,2362164;1,17594231;0,04082847;0,61019621;4,14486414;0,10186351;0,30145324;2,13977536;0;0;1
39;1081.08;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;350.4888626;725.2975066;-288.4357434;178.4689288227518;259.19241461018044;-1.3111747177959918;0.14897956983496236;67180.70779145569;0.7177569246597642;11.70764592;-11.46364308;0.3654818260367519;4.368943421694244;-0.6346152187521303;-0.32430721386743305;19.087666621965404;12.731769032025621;5.456010682884742;3.4033491745376057;0.4346818538884521;0.258;0.21100000000000002;0.22133999999999981;0.012686762368466562;3.2464341975784206;1.8534287958371287;0.0001609539393939393;15.70439905734485;19.238;6.055;7.996679999999997;2.683472241388579;9.558283004482949;3.228239742613635;7.201023270303044;3,48167747;61,23114951;347,0003022;1,55337479;0,40583254;4,00430969;0,11286592;0,2394626;1,0185627;0,03178881;0,83793603;5,53155719;0,05466541;0,25537784;2,10327799;0;0;1
40;1108.8;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;360.8800487;543.4755157999999;-150.3168342;183.7601207754061;137.45009380330325;-0.902053210507904;-0.09447097185179217;18892.52828653686;0.7093014390487554;12.26445387;-10.04186373;0.3611762927636262;3.429836106157135;-0.41655947012884287;-0.16802845379610817;11.763775715099138;12.341600455922773;5.337736455288199;3.1585766770381376;0.4652592301649651;0.26899999999999996;0.223;0.23691000000000023;0.013367452557566366;0.8353797473402853;1.2677794731642975;0.00017868878787878758;15.334524744697546;16.942999999999998;6.982;7.8083399999999905;2.0887307644750788;8.21699123155086;2.951484140583646;4.362796206464647;4,69647407;66,2319449;155,8359103;1,0333843;0,52643405;2,69610242;0,11564641;0,21790756;0,55703427;0,02880557;1,08684645;5,57716623;0,0263832;0,25564852;1,47670351;0;0;1
41;1136.52;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;370.2158271;489.49049660000003;-120.6433834;188.51389913936862;124.63841915494626;-0.9795146600200373;-0.10568275671629151;15534.735529444077;0.7485087379804698;12.99078536;-14.03249464;0.3811406493796552;4.278186371580315;-0.31819624439968797;0.004816162053076948;18.30287862997554;11.71213276620465;3.7540873829349524;2.5521648658243588;0.5492537313432826;0.293;0.23399999999999999;0.2796799999999995;0.014212585118745133;2.2784172584680173;-1.6302658884255306;0.0002019975757575756;16.130027494108422;18.75;6.885;8.213410000000009;2.7512559008973017;7.984865028973022;3.025567652691351;7.569409032222223;6,11796067;53,70943982;153,4433792;0,54423965;1,70338466;3,58359117;0,11978336;0,19563841;0,72208234;0,01846228;1,64134127;3,01111053;0,05537187;0,22181128;1,60028843;0;0;1
42;1164.24;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;364.0131445;505.19203849999997;-79.21112053;185.3554931778817;94.50591012524198;-0.4083165349423812;0.1874640874326114;8931.367048600316;0.7141080212301782;12.18861891;-13.96144709;0.36362380441040676;3.9609623987400586;-0.28774951922277214;-0.16835662296472895;15.689223124232598;11.710443534118193;4.562580722066912;2.5465064200550107;0.5194422623723481;0.281;0.223;0.2644999999999997;0.015635688263544636;1.8221277653691677;-1.6111628521862025;0.00024447474747474747;15.795326001571071;15.380999999999998;6.982;8.04297999999999;2.2149553794443135;4.274085081918351;2.3612370827365683;4.906027332929304;5,11121456;74,11389316;84,77121304;1,03230115;1,55402283;3,51583252;0,11453116;0,21502432;0,71835617;0,02647398;1,52973011;3,98212827;0,03612409;0,43433171;1,06013942;0;0;1
43;1191.96;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;365.0496559;460.3610983;-80.67561473;185.8832847652886;82.44193486139545;-0.1250694172920599;0.1269205220793492;6796.67262369057;0.6986421966980862;10.02941554;-17.05884446;0.3557486065586655;4.417731725328804;0.30905527188501747;-0.7751973482497344;19.516353596976614;11.738140646963686;4.412178104571964;2.366382619231312;0.5333660644147674;0.293;0.23399999999999999;0.27158999999999955;0.019128536511999784;-1.0967645978100413;-0.6915119930569381;0.0003659009090909089;16.152140612725837;14.795;6.982;8.224669999999996;2.341120999962338;2.654053976043548;2.065033552205933;5.480847536464657;5,69364876;69,50578572;59,58265496;0,92143811;0,86879136;3,82159966;0,12072266;0,22761163;0,65173609;0,02899653;1,40792215;4,07254944;0,0263325;0,35542254;0,94155774;0;0;1
44;1219.68;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;378.6390277;454.71072680000003;-47.75963522;192.80299289303844;87.25458280244915;-0.3660375532268181;0.13550048582952162;7613.362220029454;0.7448744750095289;7.672234966;-10.86471983;0.3792900826748521;2.557558733713062;0.6538832948092992;-0.6377357773395247;6.541106676391962;12.17407105012779;4.718032852572583;2.513052095756562;0.550942655145325;0.293;0.23399999999999999;0.2805399999999995;0.0159825788996278;1.7666622076250014;-1.641227365036664;0.00025544282828282783;16.93807934014139;15.234000000000002;7.178;8.624869999999994;2.4368700435583133;2.2682432485199233;1.9934554723178588;5.938335609191896;4,41660905;76,57960953;69,15779912;0,97059374;0,60285677;1,94470888;0,09907878;0,22627038;0,40760593;0,02106124;1,38841552;4,89452976;0,08515528;0,31222119;1,132339;0;0;1
45;1247.4;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;372.4320496;560.0113931;-103.3976269;189.6423996431774;126.98778648972679;-0.7618984493309346;0.18119080787502187;16125.897917560438;0.7530432462285603;12.72473237;-15.17192763;0.3834496209795829;4.363074877559783;-0.17847305693451387;-0.32127740815638517;19.03642238719332;12.285705829701552;5.312814378117732;3.426001072987803;0.48892380204242053;0.281;0.223;0.24896000000000051;0.018712562625145698;-1.4883461143084924;0.28786247321706276;0.0003501599999999996;15.797329143754911;17.676;5.7620000000000005;8.044;2.5319694893401676;7.974500734940225;2.9878194750673077;6.41086949494951;4,93548566;71,55789898;146,8730032;1,06167655;0,75593821;3,4538879;0,08712185;0,2337834;0,54393987;0,01819005;1,06489555;5,43832768;0,10070699;0,25502395;1,43147887;0;0;1
46;1275.12;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;369.9255987;695.0109092;-310.2162908;188.36611485453864;268.12388348473655;-1.381249815524933;0.003347405811763566;71890.41689493658;0.7376813952307119;9.344283993;-7.306523407;0.3756273664514785;2.0722660331369656;0.5071403186538301;0.22662305478774528;4.2942865120932145;12.481515349566012;3.7692746744653416;3.32543173269732;0.46042812254516935;0.281;0.223;0.2344500000000002;0.013227897517265276;3.9898593857138542;2.0484358772271003;0.00017497727272727286;16.03782403770618;15.674000000000001;7.031000000000001;8.166459999999987;2.312053992676317;4.797401521372596;2.495240281402117;5.345593665050497;4,26374642;57,9718575;357,8025021;0,5519928;0,99056303;1,07619057;0,11326983;0,23254439;1,2187006;0,02006501;0,53230571;3,68376941;0,0638542;0,30286506;2,08631757;0;0;1
47;1302.84;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;381.1207046;821.1108686000001;-398.16677139999996;194.06666277793482;332.6532194613678;-1.389617756393246;0.07124866981542752;110658.16441801295;0.7504194754424972;9.364118951;-12.54800235;0.3821135968953196;2.948090623510489;0.17664635466904777;-0.3483252115042699;8.691238324430463;12.638410422984206;4.428722312010649;4.397388918908212;0.40995679497250653;0.24600000000000002;0.187;0.20875000000000032;0.016542186656967075;-0.7765883083727179;0.7304943219119281;0.0002736439393939395;14.952376276512183;19.58;4.736000000000001;7.613750000000003;2.102405680152951;19.72318280781413;4.171858954585823;4.4201096439393925;3,07502753;61,5837092;439,5676173;0,83302231;1,04457266;1,12884784;0,11540404;0,24068267;1,35864035;0,02175921;0,52063362;3,6750157;0,06953069;0,29308338;2,73529601;0;0;1
48;1330.56;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;377.6285769;774.9333181;-340.17587189999995;192.2884713638161;282.34778651476387;-1.306791352597727;0.1286494339213325;79720.27254978668;0.7478111043341782;10.35325726;-7.80065414;0.3807854143269635;2.620509266151285;0.5557747723018651;0.5978079726948521;6.867068813984748;12.98135593556829;6.345912071737829;4.512088093271195;0.43813825608798135;0.258;0.19899999999999998;0.2231000000000001;0.019506279745121823;-1.416199930412481;0.30361522833367915;0.00038049494949494994;16.70813040062846;15.918;7.031000000000001;8.507780000000011;2.5808494396029764;2.5075182525959367;2.0268387752462496;6.660783829898998;3,44710339;70,0946735;376,5138523;0,70909422;0,68631469;1,28228572;0,10831778;0,2372532;1,26037239;0,02094204;0,57574484;5,56286557;0,07342127;0,25104497;2,01722301;0;0;1
49;1358.28;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;384.7128545;611.6142477999999;-170.71840219999999;195.89578550445128;158.09909390697018;-0.9769640342972936;0.12342631816296665;24995.32349420498;0.740116247745569;11.71648214;-12.47760486;0.3768671933520437;3.812165214487577;-0.21545333844859416;-0.4097214593346088;14.532603622549113;12.657816365646427;6.7574801617604106;3.4333599130363575;0.5141987431264721;0.26899999999999996;0.24600000000000002;0.26182999999999956;0.005771849133877478;-0.8061166486425608;0.12208362820600982;3.3314242424242186e-05;16.938157894736847;14.795;7.324;8.624910000000002;2.2181917018512185;2.0786499224050687;1.9246500152514552;4.920374426161605;5,21657256;80,54059145;194,8908701;1,05934091;0,62131693;3,80745623;0,09934954;0,25689044;1,07888655;0,01827288;0,56753902;5,85307311;0,09970728;0,25402004;0,92150349;0;0;1
50;1386;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;371.9724515;562.7514373;-151.5004127;189.40837228859147;146.23878721275562;-0.9220144965248633;0.17806235318079258;21385.78288545762;0.7127339905098306;16.21708745;-12.46997955;0.3629241479676057;5.528628001707252;-0.7288782476655546;0.13332267502680006;30.565727581261523;12.036049011795816;6.189446747602772;3.165881330301332;0.4945797329143764;0.281;0.223;0.25184000000000045;0.019745716835134992;-1.722085397432205;-0.03486786488546278;0.00038989333333333347;16.771720345640205;15.625;7.08;8.540159999999991;2.5115960948843634;2.5242935164859612;1.9627638141445387;6.308114943838385;5,95307482;79,38171098;173,8834307;1,43741086;1,03363331;6,47524837;0,07785026;0,22356775;1,17433471;0,03030179;0,62123485;5,55041244;0,13115306;0,26931502;0,33534261;0;0;1
51;1413.72;6000;0.06;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;407.29549782772625;517.3814354;-220.9354746;155.54615062040867;138.61270690540883;-0.8355226451837754;-0.08685253735129612;19213.48251564477;0.9067894255287307;11.649321;-11.194761;0.34630288160942224;4.434315491812977;-0.9864004070359056;-0.07578545082781354;19.663153880932565;11.84053432315651;4.761897274833013;1.9600661183294765;0.42312996421401833;0.187;0.141;0.16159333333333362;0.007289872230462292;1.2718511883282089;0.283238614026554;5.314223713646527e-05;20.622606266911042;15.039000000000001;6.2010000000000005;7.875773333333327;2.6613187076548415;1.200431897468027;1.6593073912535552;7.082617263713637;4.73300893 ; 83.67708376;167.18592049;1.54401412;1.25430136; 5.24191488;0.05412698;0.22089646 ;1.3543937;0.05050631;0.51515621;3.95162827;0.12129004; 0.1991681;0.10200894;0;0;1
52;1441.44;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;398.6336708;643.1337444000001;-190.0094756;202.98426519149413;174.47924407769298;-0.9232063833001787;0.06694574264971738;30443.006613923157;0.7583839524980359;20.77570058;-13.72685942;0.3861691086119999;6.3735614383210555;-0.44326568123175836;0.5918858273013919;40.62228540805316;12.73138070671917;8.711321275763048;4.0947682693666465;0.46606441476826443;0.24600000000000002;0.19899999999999998;0.23732000000000025;0.011445858498499668;4.445265745733664;-2.0048128091770137;0.0001310076767676771;17.21816575019638;15.625;7.08;8.767489999999997;2.6578031617039737;1.9553921218743908;1.913322296860012;7.063917646363639;3,97158354;71,08972347;221,0562173;1,78276546;0,2182127;7,72234523;0,09160814;0,21880946;0,80139315;0,05103118;0,59631652;5,33766632;0,11403198;0,22281258;0,82307828;0;0;1
53;1469.16;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;394.6569887;808.7337808;-347.5156392;200.95933866816006;317.6380955260636;-1.3604279707284077;0.14997985430381147;100893.95972942468;0.7907191457410536;13.98233304;-10.53700296;0.4026341890113445;5.262216045960018;-0.9141253712886854;0.6099317219521123;27.690917714359077;12.908564829350205;5.796920310362915;2.37198488313965;0.4732128829536533;0.258;0.23399999999999999;0.24096000000000026;0.006422687061573944;-1.1586691641848805;0.07679808242924016;4.125090909090934e-05;17.246131186174395;16.162;7.52;8.781730000000001;2.4851473945881537;3.5467939128886674;2.231597966499137;6.175957572828288;4,05938427;66,08943772;428,9202228;0,79612925;0,30245398;5,45192585;0,11921228;0,22365617;1,19218067;0,02762708;0,56053417;4,86409451;0,07815303;0,24039589;1,56834017;0;0;1
54;1496.88;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;399.0011892;793.2122846;-409.89531539999996;203.1714055321143;323.3038857937715;-1.389539934940908;-0.014471429620364948;104525.40256935204;0.7629233935012749;8.040824997;-7.924237102999999;0.38848059197084917;2.1500584516091905;-0.1598260732275949;-0.07625415860723568;4.62275134533611;12.464788621818519;4.141440568192105;2.402561873130388;0.47124901806755715;0.281;0.223;0.2399600000000001;0.019121049800012186;-0.25070872396029653;1.1086118194478767;0.00036561454545454606;17.54344069128045;15.625;7.568;8.933120000000004;2.2579223813949034;1.1217786030110495;1.6426005983199712;5.0982134804040316;5,72843678;58,43309969;439,3255475;1,0602739;0,5831204;0,87928508;0,09682271;0,2919188;1,44062492;0,01915649;0,48613897;4,10643674;0,08619776;0,32458598;2,20124056;0;0;1
55;1524.6;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;393.5501166;736.8114862000001;-295.7514738;200.39571938570117;267.39055035176386;-1.3884422764512727;0.06448088387961565;71497.70641741916;0.7683322840595762;9.53322826;-13.08712714;0.3912347990431362;4.1463395962021;-0.7976022128154212;-0.4144161291065413;17.1921320470334;12.300909948261925;4.982007924952218;2.4153717216629227;0.5170463472113109;0.26899999999999996;0.258;0.2632799999999995;0.0055232840472554355;-2.0344944083898127;0.08128852110390314;3.0506666666666386e-05;17.55661822466616;15.770999999999999;7.666;8.939830000000008;2.1647866904738056;1.804783327000798;1.7620541778276224;4.686301415252531;4,9170538;55,84189273;357,1075938;0,95621982;0,79970591;4,80575535;0,10127563;0,28339032;1,23343508;0,01577048;0,60700459;4,84292309;0,08820164;0,26840089;2,11742707;0;0;1
56;1552.32;6000;0.08;119.977423440594;Non etage ;6.365;15.72;oui;0.1;2.5;oui;oui;20;10;405.3703655;697.3182535;-276.03049649999997;206.41459011532626;259.2713303609491;-1.3762521191357182;-0.062270216566091934;67221.6227471364;0.781680025863897;9.595532164;-9.098230636;0.39803146916989635;3.665737113347087;-0.9245137105129779;-0.17949593062971458;13.437628584170232;12.01313957729206;3.8156286079323976;2.5513880879434616;0.5242340926944222;0.281;0.23399999999999999;0.2669399999999998;0.014373671216582923;0.5084479479344721;-1.1851430376264072;0.00020660242424242438;17.990985860172827;17.334;7.812;9.161010000000003;2.4779522479929557;2.6159075574965267;1.9549414581298363;6.140247343333343;5,92692409;55,68694526;352,1410733;1,72064567;0,737507;3,8819639;0,10245495;0,28578176;1,31659842;0,02246868;0,46240013;3,90122574;0,09997536;0,44380251;2,61391284;0;0;1
