N°perçage;Longueur percee eprouvetteAlCFRP(mm);N(tr/min);f(mm/tr);Vc(mm/min);geo outil;D outil(mm);Ep Materiau(mm);MITIS;AmpMITIS;FreqMITIS;Aspiration;Lubrification;Niveau air ;Niveau huile ;KcFz;max Fz;minFz;moyenneFz;stdFz;kurtFz;skewFz;varFz;KcMz;max Mz;min Mz;moyenneMz;stdMz;kurtMz;skewMz;varMz;RmsVzUPA;RmsVzpiece;RmsVypiece;KcIThrust;max Ithrust;minIThrust;moyenneIThrust;stdIThrust;kurtFzIThrust;skewIThrust;varIThrust;KcITorque;max Itorque;min Itorque;moyenneITorque;stdITorque;kurtITorque;skewITorque;varITorque;AmpFz_Frot;AmpFz_passage dents;AmpFz_Fvib;AmpMz_Frot;AmpMz_passage dents;AmpMz_Fvib;AmpVzUPA_Frot;AmpVzUPA_passage dents;AmpVzUPA_Fvib;AmpVzpiece_Frot;AmpVzpiece_passage dents;AmpVzpiece_Fvib;AmpVypiece_Frot;AmpVypiece_passage dents;AmpVypiece_Fvib;defaut;alea;Materiau
75;2079;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;non;oui;20;10;620.0785482;426.4306535;125.6054035;315.74399673114425;67.37566267555972;-0.35234950202780935;-0.8803254041619595;4539.479920970812;1.8840044393251563;11.76115163;-14.16880637;0.9593350605043696;5.65696831896031;-0.6241489712383399;-0.5343062476765806;32.00129056172063;12.412319283020233;4.9466283296611895;2.256265328819743;0.9873564508285633;0.562;0.469;0.5027619047619044;0.026244732826749193;-0.49242196500811763;0.5839537936160216;0.0006887860011474468;55.65244734971757;29.101;27.49;28.338226190476185;0.4127412723002287;-0.7380613451931142;-0.08392943312243771;0.17035535786001155;9,7253474;5,73398326;74,86730888;0,82783253;0,1240468;6,9650992;0,05381725;0,174318;1,41729252;0,02772475;0,08430541;5,68041786;0,08467579;0,03931162;1,45476854;0;0;0
76;2106.72;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;604.004188;586.0468718;-33.16644123;307.55893250717185;142.02069443583403;-1.1462356122218145;-0.4526514346335844;20169.87764803654;1.9093374565883785;18.55485514;-25.79001786;0.9722346328948023;11.442114770620103;-0.8861273716453812;-0.4785653220362261;130.92199042404275;13.61781657848312;9.777512445194409;4.076901689332045;0.9082641304754435;0.504;0.457;0.4624880952380958;0.01084667962921246;5.452264162959265;2.3795007791402214;0.00011765045897877252;54.764593386451224;28.564;26.171999999999997;27.886130952380963;0.6243285314439714;0.12873007805378744;-1.0740895120093252;0.3897861151749859;7,35202578;5,31796907;184,4432826;1,54691659;0,05888459;9,5143051;0,09103108;0,16253853;1,06920337;0,03280024;0,07322213;9,4808293;0,01436191;0,03830501;1,83971486;0;0;0
77;2134.44;6000;0.06;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;666.1346453207705;539.8039556;-35.0911584;254.39682104800227;156.4641177305521;-1.324698176270145;-0.052470253990043986;24481.020137200067;2.2810143062313295;13.389622099999999;-15.8283369;0.8711193635497447;6.635704516540722;-1.0403524321691309;-0.405254536761492;44.032574430838935;12.424894801108277;7.65048541035711;4.3667852195824866;0.9593610892903889;0.41;0.35100000000000003;0.36637999999999954;0.019467548755440506;-0.45068348564541605;1.0538451065849639;0.00037898545454545323;65.75488347735003;25.928;22.266;25.11178999999998;0.8838565436754885;1.2188570932373124;-1.4109388682599069;0.7812023897979807;8,00373475;6,63643698;198,81698663;1.66495724;0.20894486;7.60086884;0.04540435;0.14797602;1.38738604;0.05183026;0.0925754;7.24076903;0.16635472;0.04713808;2.69311646;0;0;0
78;2162.16;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;601.5088602;728.4498338999999;-140.5849361;306.28831160484157;261.6217159637637;-1.3337203899595795;-0.11976702194722669;68445.92226382425;1.9010202297880618;18.83177303;-14.84194397;0.9679995010080811;7.543812990671677;-0.8633175809694831;0.09762697371288523;56.90911443822675;14.017855462415385;7.994448414531835;3.9380793737900457;0.9062067482138183;0.515;0.42200000000000004;0.4614404761904763;0.02310027965745086;-0.7136231382716431;-0.031632167148089585;0.000533622920252438;55.74844293569745;29.639;25.781;28.38710714285714;1.2008354523259308;-0.9023621179066605;-0.7483186540472843;1.442005783562823;7,22677914;4,21843673;357,7711673;1,79252506;0,1229282;8,14318088;0,04891669;0,17811173;1,33906203;0,07546216;0,0600906;8,02213514;0,11936069;0,03516307;3,36191056;0;0;0
79;2189.88;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;584.7112943;974.9483535;-369.3649065;297.73499106222596;409.9105060819417;-1.3962854984513704;-0.02669235149119133;168026.62299635357;1.9634860562140724;9.324922311;-7.152823689;0.9998070998242056;2.919566724761077;-0.7315479494352624;0.09073653792782743;8.523869860332121;15.822174457270997;8.017144394287447;6.034258145331469;0.8165703437698724;0.445;0.41;0.41579761904761897;0.0084607951460681;3.0954966947727653;1.6634890250010106;7.158505450372953e-05;57.71431844536716;31.641;25.098000000000003;29.38813095238096;1.9241440455293544;-1.039568207580162;-0.46257684368952134;3.70233030794607;4,75422547;3,93628396;526,1011494;0,55293854;0,25756383;1,23115757;0,07192952;0,18026127;1,75659579;0,0346435;0,04475517;2,43649285;0,07966388;0,09733339;3,62022864;0;0;0
80;2217.6;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;586.4484662;792.7175827000001;-270.4570473;298.61955896998563;315.4673750988859;-1.4396047714913822;-0.14767218327778942;99519.66475178118;1.9269245026560797;21.953064;-17.561907;0.9811899567524758;7.839453389163362;-0.640084910690049;0.4200749141456691;61.457029440864915;15.143650497729684;9.38078831068112;3.838825847947025;0.8470570081921224;0.48;0.42200000000000004;0.4313214285714287;0.016586509770543312;2.0570204576006743;1.8560205276837258;0.00027511230636832876;56.35127931769723;30.518;25.488000000000003;28.694071428571426;1.5828979736030029;-1.3566079989196218;-0.4184988007730814;2.505565994836493;5,03560981;5,37331571;410,8404105;0,91070817;0,11469502;6,36268666;0,06245766;0,18030319;1,73094738;0,05201051;0,03624321;7,86529355;0,10825017;0,09241063;2,02628494;0;0;0
81;2245.32;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;614.8622851;609.0007009;47.37137595;313.08787556425176;157.68233601051526;-1.3662087034713775;0.05007990961640126;24863.719089733037;1.9551749547016852;22.91526628;-14.78698372;0.9955750869340981;9.247433710499577;-0.844357332553852;0.6598114796349569;85.51503023008395;13.954361619316769;8.717840132719918;3.5565795314287683;0.9466997718176033;0.515;0.469;0.4820595238095236;0.015547324715030795;0.5305413425617727;1.3465995449378472;0.00024171930579460735;57.42890341525453;30.713;25.928;29.242797619047607;1.2822925138511105;-0.4573001080846595;-0.7627269489839745;1.6442740910786002;8,29059984;5,52475157;208,9551034;0,5901536;0,20364337;10,98428602;0,07175254;0,17027645;1,61428137;0,04003205;0,03554793;7,89450096;0,08312306;0,11047866;0,73109663;0;0;0
82;2273.04;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;616.970546;576.8837706;39.15833857;314.16140203926693;140.9903342929093;-1.3901732897138148;-0.14528219272724333;19878.274364026314;1.7950188019172173;21.15607681;-12.77634019;0.914023573936247;8.01275923270624;-0.523726071837805;0.8273748577768522;64.20431052131907;13.31561005175619;7.778615149037559;3.3068914382878227;0.96675924886844;0.527;0.469;0.4922738095238096;0.02067088703599457;-1.4603246635470997;0.44874093511942137;0.0004272855708548484;52.44819137395722;27.295;25.342;26.706619047619018;0.5159569166837301;-0.3243156116282657;-0.9522692292361182;0.26621153987378166;9,60558485;6,64108636;178,8891113;0,90289761;0,1283953;9,16246165;0,07844107;0,16847767;1,3941367;0,05085881;0,03724282;6,44606595;0,119814;0,04273006;0,72015169;0;0;0
83;2300.76;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;626.9639512;641.0610567000001;36.78311867;319.25004396882883;153.87273471924988;-1.3900745702486261;0.15392991742153447;23676.818489980644;1.8306322182095658;18.87720429;-15.76912771;0.9321579255123109;6.534372027089325;-0.5558347383276652;0.45306139205182666;42.698017788407455;13.037282188544166;7.333927060506212;2.9938184924523457;1.0164403546178882;0.574;0.48;0.5175714285714287;0.023502004894884486;0.2058125294595694;0.46559054909455866;0.0005523442340791743;54.214220252122864;28.174;25.928;27.60588095238096;0.6149942188926423;0.5773292537562176;-1.281498770633695;0.3782178892713712;8,93674336;6,87030579;203,0081828;1,49062259;0,13754034;7,08367097;0,06987425;0,16561451;1,72043372;0,08882875;0,02671977;7,23316988;0,13711842;0,06201227;1,06716669;0;0;0
84;2328.48;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;610.2649252;658.8352973;-11.27445466;310.7468999040995;180.57098241376588;-1.2278930251714846;0.1827121860808199;32605.879689872545;1.8781322381605305;16.57813705;-10.53774395;0.9563449356713422;6.181731965250277;-0.9231669755132175;0.3964495269073803;38.21381009019706;14.279038417766094;9.379189772292618;4.350797365568028;0.9297263681592047;0.504;0.469;0.47341666666666704;0.007935293031892908;4.3518426665400485;2.055538610284179;6.296887550200814e-05;55.560239217446615;29.346;25.537;28.291273809523815;0.959489163172546;0.3563441680961388;-0.9801531467343751;0.9206194542455526;7,68694608;5,56206523;250,2853583;0,60310056;0,14685417;8,13819751;0,06200196;0,18100168;1,78646641;0,04673466;0,04017434;7,36322218;0,10193234;0,02522218;1,42098325;0;0;0
85;2356.2;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;604.1335863;773.9433381;-167.7108719;307.62482216102217;292.02912994076945;-1.4519168869069088;0.04637864502215998;85281.01273396282;1.9694523078249235;11.52893511;-8.539287887;1.002845115144451;4.435062587870265;-0.7815016298611623;0.1877485503914629;19.669780158326493;15.13645946689894;10.50487122769997;4.357797017838659;0.8792269853738827;0.49200000000000005;0.433;0.447702380952381;0.016077957493236875;0.9601148534995758;1.418715703459602;0.0002585007171543318;58.42657015673517;31.689;25.342;29.750809523809547;1.807200067442348;-0.5730378288919202;-0.728240056720959;3.2659720837636277;5,89613872;4,98096383;386,4378347;0,79613405;0,20302887;4,70979492;0,07215677;0,18652714;1,81705947;0,05179116;0,0512969;7,51980202;0,11752836;0,06777088;2,31405442;0;0;0
86;2383.92;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;605.2797367;1026.519716;-393.0220635;308.2084419406867;432.77134966257216;-1.3357002363128248;0.025939175271531664;187291.0410887643;2.000738754095465;11.99105212;-12.81770488;1.0187761735854106;5.647670654102157;-1.0401206380396197;-0.3515051639478491;31.896183817206687;15.913596847263367;9.744714796251053;5.640350862207407;0.8837391987431271;0.457;0.445;0.4500000000000003;0.00595161211328393;-1.9279907084785814;0.3442395856462441;3.542168674698801e-05;59.425476003441474;31.689;26.66;30.259452380952396;1.201367437796061;0.3942232105584993;-0.8464214908384394;1.4432837205966726;5,00144794;2,94242579;554,9475509;0,4555039;0,15916234;3,27633798;0,07692441;0,18821488;1,95354033;0,04593598;0,02278833;3,18580156;0,06655777;0,08819041;3,19962006;0;0;0
87;2411.64;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;623.5965047;885.3476506000001;-259.36087940000004;317.53534021789557;344.82344134045775;-1.3408174035650458;-0.020753047880613672;118903.2056978761;2.0498610007050164;17.92015432;-19.53618068;1.0437892215589943;8.157488247561757;-0.43041861586565267;-0.6645227825357206;66.54461450910819;14.415594761107497;8.572631919237963;6.264168291985134;0.9048741256125388;0.49200000000000005;0.433;0.4607619047619047;0.018949278555500566;-1.5337081151236203;0.3236133671282199;0.0003590751577739536;59.79970916096214;32.422;26.758000000000003;30.45001190476192;1.773969135535473;-1.0721315745049922;-0.5588847308732497;3.146966493832473;8,11750844;4,2078213;483,7843964;1,49780672;0,21654226;8,2186657;0,06121769;0,18123827;1,41260981;0,10023037;0,0464414;6,38552896;0,10567629;0,06446947;3,95249438;0;0;0
89;2467.08;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;645.5096226;496.7383153;94.60925226;328.6934998094415;94.02770032567284;-0.9085746703923103;-0.5403433005881884;8841.208428534535;2.03436678377583;17.36183368;-12.88670742;1.0358995662986525;7.604607650710526;-1.0393921738643752;0.38532116365577423;57.83005752124507;12.772484122936524;5.972853337612915;2.666401343387227;1.0313329966707827;0.539;0.48;0.5251547619047625;0.014898446630129604;1.2452743125644936;-1.432949705147255;0.00022196371199082016;60.159096435117696;31.787;28.857;30.63301190476193;0.7084617052518619;-0.5354507354320943;-0.2257034134400533;0.501917987808376;10,67210718;5,30434225;112,2509802;1,34265208;0,35337453;9,83003244;0,06007498;0,16793655;0,9274228;0,06223024;0,06733092;6,46653289;0,08582064;0,03623439;1,68276185;0;0;0
91;2522.52;6000;0.06;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;744.3166049405229;480.37982719999997;103.5446072;284.2545114267857;78.2700957668388;-0.659657693504808;-0.08559026442746376;6126.207891350119;2.150369190831218;19.276596899999998;-14.0246201;0.8212259939784421;8.766676325367296;-1.114376294811881;0.49300269353157894;76.85461379375543;12.380973160788487;5.834417984902473;2.4809132406182455;1.124037706205812;0.469;0.42200000000000004;0.42926999999999965;0.01223495158977099;4.744371076687781;2.2612437135886707;0.00014969404040403967;63.17957580518456;24.658;22.461;24.128279999999986;0.6365051687920457;1.14794216911493;-1.6242398057962213;0.4051388298989905;8,2506334;6,78202068;64,85266819;0.84576593 ; 0.26706019;10.59722725;0.06598527; 0.16047382;1.05625874;0.04718234;0.13451173 ;5.82870667;0.05782182 ;0.04152377;1.26595534;0;0;0
92;2550.24;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;659.9136986;643.5603471;107.6387571;336.0280553269978;127.46022157500998;-1.0202493188672004;0.3462902461667563;16246.108083950641;2.1777733956007133;16.2679724;-17.2984736;1.1089222130398833;8.203137351089564;-1.2249600584197415;-0.15496377057382313;67.29146240084071;12.47070168783387;7.076112971012663;3.2343991471081317;1.0785358919687287;0.586;0.539;0.5491904761904767;0.011110047759406496;4.096254403152412;1.824910070853925;0.0001234331612162933;63.123947929525315;33.496;30.273000000000003;32.14271428571429;0.6342718540607807;0.49773213292455143;-0.19401406573297103;0.40230078485370024;9,54474613;6,59964584;156,533878;1,8931783;0,22926122;10,04487155;0,07170891;0,14489994;1,04844345;0,06114471;0,14896699;5,87613805;0,03570932;0,02346614;2,0012472;0;0;0
93;2577.96;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;664.6670014;751.5772886;-49.0474224;338.44843710973055;231.15448707117952;-1.3590729651911622;0.19031269758679262;53432.3968931401;2.644747479506584;15.48462794;-11.32411106;1.3467054165647525;6.195516875098077;-1.2374599306300467;0.1382608445914237;38.38442934962504;13.130151012368854;5.638644835307179;4.041169492750597;1.1140257359817447;0.597;0.562;0.5672619047619044;0.007664845501974132;3.5942901234312954;1.6574475557988622;5.874985656913309e-05;78.17556952081694;42.676;32.568000000000005;39.80699999999998;2.8804113411066665;0.15077626989640702;-1.132827941229725;8.296769493975905;6,76397421;9,6159041;313,7860968;1,84784823;0,19496791;7,53046583;0,06842818;0,14208952;0,85646275;0,06996151;0,20328115;5,16103753;0,13268479;0,03579371;3,13824453;0;0;0
94;2605.68;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;666.0294464;1095.301094;-380.7930859;339.1421940845709;449.7700825702231;-1.3475133713772656;0.08021745830428172;202293.12717522532;2.127429081718353;11.113128300000001;-13.0041147;1.0832868884109854;4.992514605640229;-0.6429200304650653;-0.19225581404493103;24.92520208753102;13.525930300596505;7.171635552155627;6.127565621441392;1.029275614409158;0.574;0.48;0.5241071428571432;0.025393774902258533;-0.5098069015966753;0.20135978034760432;0.0006448438037865754;61.352331388171955;32.666;27.734;31.240607142857158;1.256643224308863;0.15305204509191705;-0.9076928660492254;1.5791521932013752;7,26201311;6,30193401;591,7483854;1,18339928;0,07987115;5,09089921;0,06522526;0,16104848;0,80859083;0,07769375;0,10472769;4,29248299;0,13427739;0,0526358;4,79524624;0;0;0
95;2633.4;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;627.8765378;1065.818716;-489.59831389999994;319.71473302437954;496.62145952680817;-1.5133856316555596;-0.061619914899327645;246632.87406253716;1.978764925320493;9.491794847000001;-9.501373852999999;1.007587099973195;3.533130829754755;-0.2761729471599339;-0.245159931497711;12.483013460163525;15.554474448884205;8.78551301589531;5.466106996834439;0.8630718587513563;0.48;0.42200000000000004;0.43947619047619063;0.018045775923638523;-0.24645039979605743;1.080851438619685;0.0003256500286861718;57.53401694534844;30.518;26.611;29.296321428571424;1.0855317741956225;-0.9990208966631404;-0.5123968905814901;1.178379232788296;2,74605851;11,64400382;613,9500475;1,83382708;0,24163554;3,12920997;0,09817178;0,17401868;0,59494189;0,08005731;0,18887041;5,30977591;0,16004784;0,07242612;3,18258855;0;0;0
96;2661.12;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;642.6004322;1016.981533;-378.96259710000004;327.2121401004704;429.8281734366283;-1.5042962133730713;0.010422970657937923;184752.2586798682;2.0131346919178976;12.29919218;-12.34548682;1.0250881851245934;4.551346779554214;-0.8514272498149933;-0.29762124013174057;20.714757507758513;15.274980039257454;11.664155414597774;5.137130299746783;0.9312694048554228;0.504;0.469;0.47420238095238126;0.008218081389998811;4.367508873044935;1.9624351283727848;6.753686173264481e-05;59.25071540792283;31.885;26.561999999999998;30.170464285714306;1.5358738766494409;-0.86799904591971;-0.6459991377330775;2.3589085649741817;6,53352418;7,55218661;593,4959937;1,11388148;0,20057987;2,02422856;0,06195719;0,19264395;1,49872136;0,05089939;0,10727137;10,53781119;0,10987833;0,06314018;1,77789671;0;0;0
97;2688.84;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;661.1147488;882.556712;-179.227458;336.63963007234787;318.9574509004083;-1.4847427085954645;0.08922658219075216;101733.85548488636;2.0279615771599304;13.41776729;-12.07581841;1.0326380350898365;4.6722708110925515;-0.7527791575895089;0.12894507327734936;21.830114532187448;13.626805736702332;9.26532860668308;3.7488408865954184;0.9977368795122139;0.562;0.48;0.5080476190476193;0.01960385059416102;-0.5728616767190049;-0.17808201323993494;0.00038431095811818745;58.732442112744494;30.664;27.783;29.906559523809495;0.6704703501200724;1.8547664086594082;-1.4754295609761965;0.4495304903901325;9,60314362;6,66315982;410,1811279;0,7943546;0,16519007;3,70429164;0,05801825;0,16102698;1,10022132;0,05709291;0,03508621;8,5490268;0,1173924;0,05467742;0,75797177;0;0;0
98;2716.56;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;668.9556177;746.1843158;-16.28853719;340.63220051981494;197.82312194744307;-1.4259000551822032;0.09182745303759182;39133.98757703293;1.9982615852773642;16.49344673;-16.66082527;1.0175147992232338;5.5451322964409915;-0.4392781053944934;0.13836560479420157;30.748492185032948;12.388158267964238;8.307098251775713;3.1670871244910646;1.085222384319008;0.597;0.527;0.5525952380952389;0.019651860972988343;-1.2721416062454294;0.36374480015833105;0.0003861956397016623;58.047403957655334;30.518;27.636999999999997;29.557738095238093;0.6882014470954563;0.6266869022049844;-0.9193722254357103;0.47362123178428006;9,8724651;12,55534824;266,1955769;0,93067111;0,39757674;6,14053472;0,05867852;0,19838192;1,17145417;0,04817021;0,04984753;6,95959225;0,16860574;0,06948481;0,66850331;0;0;0
99;2744.28;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;670.710144;705.4108143;-1.773166024;341.5256053161697;198.23563911397028;-1.4387577062240717;0.09986617346672108;39297.368614924264;2.008525513809014;15.80363524;-9.016448061;1.0227411916315499;5.065363876891987;-0.47281032509889576;0.8105741853617076;25.657911205322225;12.707216274600606;7.202871885111171;2.983046172280656;1.0540577189241769;0.574;0.515;0.5367261904761909;0.01811499491400334;-1.1806347234165766;0.5725162100489604;0.00032815304073436686;58.45862323719746;30.956999999999997;27.734;29.767130952380946;0.878456159184236;-0.5820233193259217;-0.6851298979451248;0.7716852236087198;7,74983978;12,5200647;273,525108;0,54302627;0,25825545;6,05862772;0,05475395;0,17878103;1,34118266;0,06245394;0,06409282;6,4552784;0,09423231;0,05115496;0,40454253;0;0;0
100;2772;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;678.679628;780.4666674;-61.91847956;345.5836666007963;245.47022308482315;-1.4270144815687333;-0.01861652192915499;60255.630421312846;2.1582155895178317;12.21155655;-9.681260252000001;1.09896337818248;3.6836796534492144;-0.28632444656567246;0.4387143779907454;13.569495789235724;13.028485639081403;8.373015527790882;3.680904021407258;1.0845911420341903;0.574;0.527;0.5522738095238097;0.01656847870256947;-1.26885418220164;-0.43840474519616424;0.0002745144865174981;63.085372012119855;33.35;29.736;32.12307142857143;0.8842568288765437;-0.0026571624670124194;-0.7323456735839402;0.781910139414801;7,42449039;10,20594313;341,0640341;0,97736725;0,16200053;3,25831057;0,06499094;0,13976732;1,31026032;0,06427146;0,06725534;7,6992506;0,06302494;0,06172668;0,48378313;0;0;0
101;2799.72;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;660.8405302;973.5191607;-287.1459093;336.4999979764542;385.90943961180056;-1.5357135858731417;0.03305241125882446;148926.09558149395;2.064611561946915;14.91914802;-11.74753498;1.051300207343369;4.7923244027137555;-0.5026999715222957;-0.1122257380078757;22.966373180845753;14.786572083508467;11.683476598438475;4.756393723353497;0.9884786593349053;0.527;0.48;0.5033333333333337;0.015945187235775427;-1.3595500763645354;-0.33549578789975054;0.0002542489959839356;60.416199079789024;32.861;26.561999999999998;30.763928571428572;1.9571425863411755;-0.943644320567719;-0.617599909594674;3.8304071032702254;5,98824044;6,1706524;541,0388458;1,92973306;0,23063899;1,60609242;0,08460655;0,17634091;1,14858013;0,06674407;0,08941943;9,90182945;0,05994325;0,07590454;1,24592818;0;0;0
102;2827.44;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;653.7763692;1067.49928;-443.35912989999997;332.9029272136278;461.2508759833256;-1.5021476360805903;-0.04183023831599221;212752.37059538523;2.0950731596683996;12.16726083;-8.890220271;1.066811252903149;3.3614595654391417;-0.13086752185969708;0.021549859255008623;11.299410410082304;15.554199424065093;10.285553309668042;4.395604903536631;0.9330929936782257;0.515;0.469;0.47513095238095254;0.009621486699619663;6.877470897680066;2.381116704716305;9.257300631095809e-05;61.7622180451128;33.838;26.709;31.449321428571437;2.1112433335622853;-0.7836776805500465;-0.6437198486189588;4.457348413511191;5,45393657;7,4798723;596,5522433;1,49123411;0,25052647;2,17404459;0,06589366;0,1956517;0,24858375;0,07236936;0,15003858;6,04950127;0,10935362;0,09710808;2,57081014;0;0;0
103;2855.16;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;684.1043464;842.9238478;-187.12587219999998;348.34593319595655;308.6596098367423;-1.402904982842659;-0.09897149212601541;95270.75474456996;2.2233067481328184;16.99469699;-12.73889601;1.1321077961492312;7.7732004396388135;-1.3886335120737567;0.1398340545825083;60.422645074801046;13.311198451037974;8.491140263764494;3.981787094449021;1.0675242210002625;0.574;0.515;0.5435833333333336;0.01809959617024935;-1.651286807332923;0.038527064707898205;0.0003275953815261049;64.30207982643176;35.4;28.662;32.74261904761905;2.0225079558409766;-1.0770044176071556;-0.39339048471216403;4.090538431440046;9,57424087;6,13957057;409,5702374;1,10989206;0,17558842;9,99462281;0,06227349;0,16479843;0,63762392;0,07154605;0,07845138;7,71118259;0,09897349;0,08704486;3,18111921;0;0;0
104;2882.88;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;689.1639098;705.4574502;-34.63841878;350.92226286462466;207.30064109037818;-1.3318290137404851;-0.1399237388835517;42973.55579648179;2.2543538468024384;11.38039056;-13.50047744;1.1479169787918015;5.1934339014716215;-0.16974873599585472;-0.9519174185775892;26.971755688954744;12.901756978199222;6.272647709775834;4.149332284611583;1.1228163692814117;0.621;0.562;0.5717380952380948;0.015080601956298468;2.4410589462087646;1.8363230328943543;0.00022742455536431318;65.09891800396512;35.351;29.296999999999997;33.14836904761904;1.5242370620080998;-0.4668387001998191;-0.5274266746778326;2.323298621199084;8,30300993;9,11097343;288,3856062;0,85419938;0,11318325;5,72406516;0,06044012;0,13290391;1,14111569;0,06662619;0,15393772;6,88175604;0,10250996;0,04795183;2,98860779;0;0;0
105;2910.6;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;682.3228819;590.93698;129.39578;347.4388114478885;121.51527167831658;-1.3613166609936336;0.31629025607647493;14765.961251055087;2.2149629860313085;11.86435403;-8.534728467999999;1.1278591524871422;4.40228808889228;-0.9839820435143944;-0.12303650814968062;19.380140417602842;13.116076423476986;5.07992724889185;2.1086339195037747;1.135347697602214;0.609;0.574;0.5781190476190474;0.0067527857025595885;4.0250231539256385;1.7585189821472647;4.5600114744693196e-05;64.4321858751356;34.717;29.785;32.80886904761905;1.550150274718916;-1.4522306041088018;-0.31925781201028064;2.4029658742111306;10,06878298;10,60202286;164,2771311;1,66808635;0,124127;5,57227166;0,07555593;0,15025918;1,35366435;0,03838919;0,23893724;5,75921332;0,02736723;0,04926593;1,83913438;0;0;0
106;2938.32;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;692.5006533;471.24497919999993;196.9994792;352.62133267376066;54.75864045999551;-0.6800827791738828;-0.40664402579909614;2998.508705027057;2.2549809639157004;12.78220656;-10.99648144;1.1482363068258745;4.700003062600823;-0.5587096118303947;0.20498817569334832;22.09002878845711;12.797507111913191;5.900776594289738;1.9572155676664686;1.1104253170239022;0.574;0.562;0.5654285714285711;0.005453606553522087;-1.0934206564284836;0.9660199413405801;2.974182444061906e-05;60.46094714397937;31.885;28.564;30.786714285714293;1.0543673552388935;-0.9432185341730825;-0.7688620398961091;1.111690519793459;8,99074438;7,41972136;59,47684921;0,72170347;0,29734059;5,80814965;0,06109942;0,11723899;1,35188521;0,0504451;0,15579863;5,57933373;0,06028919;0,08334545;0,8868989;1;0;0
107;2966.04;6000;0.08;119.977423440594;Non etage ;6.365;12;oui;0.1;2.5;oui;oui;20;10;695.1732875;507.59472239999997;194.3749424;353.9822380065432;72.15919064224717;-1.2691866060806636;-0.010286463294639205;5206.948794144171;2.181250308186533;12.72170032;-16.55459768;1.1106926569285827;6.558116439362433;-0.742274505787242;-0.6191282462626414;43.00889123223579;12.957147164170516;5.201207400467302;1.962388108018278;1.1286612052519351;0.621;0.562;0.5747142857142854;0.01513041413887171;1.4261656921700556;1.5078303804048898;0.00022892943201376892;62.869510530056495;33.008;29.394000000000002;32.013154761904765;0.9276893109699472;0.08816614238274667;-0.9143937131217366;0.8606074576878955;10,11000123;9,14060934;96,37698204;2,09892587;0,16167509;7,00002263;0,06173372;0,13974901;1,47331532;0,06029638;0,23555076;5,71901486;0,06917235;0,0618574;1,08681504;0;0;0
